Númer,Heiti,Einingar,Kennslumisseri,Námstig,Slóð
LAT201G,Miðaldalatína,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05271120180&kennsluar=2017
LAT252G,Sérverkefni í latínu,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05273020180&kennsluar=2017
LAT112G,Sérverkefni í latínu,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05273120176&kennsluar=2017
LAT251G,Sérverkefni í latínu,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05273120180&kennsluar=2017
RÚS103G,Rússnesk málfræði og málnotkun I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05280120176&kennsluar=2017
RÚS204G,Rússnesk málfræði og málnotkun IV,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05280320180&kennsluar=2017
RÚS203G,Rússnesk málfræði og málnotkun III,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05280920180&kennsluar=2017
RÚS106G,"Saga Rússlands, menning og bókmenntir",6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05281020176&kennsluar=2017
RÚS201G,Rússneskar bókmenntir I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05281220176&kennsluar=2017
RÚS104G,Rússnesk málfræði og málnotkun II,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05281320176&kennsluar=2017
RÚS301G,Rússneskar bókmenntir II,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05281420180&kennsluar=2017
SPÆ105G,Spænsk málfræði I,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05290320176&kennsluar=2017
SPÆ107G,"Menning, þjóðlíf og saga Spánar",10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05290520176&kennsluar=2017
SPÆ204G,Spænsk málfræði II,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05290720180&kennsluar=2017
SPÆ201G,Ritþjálfun II,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05290820180&kennsluar=2017
SPÆ205G,"Menning, þjóðlíf og saga Rómönsku Ameríku",10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05290920180&kennsluar=2017
SPÆ102M,Inngangur að spænskum málvísindum,10,Haust,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05291120176&kennsluar=2017
SPÆ501M,Nýlendubókmenntir,10,Vor,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05291320180&kennsluar=2017
SPÆ401M,Þýðingar (spænska),5,Vor,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05291420180&kennsluar=2017
SPÆ102G,Talþjálfun I,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05291920176&kennsluar=2017
SPÆ402M,Bókmenntir og menning landamæra Mexíkó og Bandaríkjanna,10,Vor,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05292020180&kennsluar=2017
SPÆ101M,Kvikmyndir Spánar,5,Haust,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05292220176&kennsluar=2017
SPÆ202M,Spænsk málsaga og málsvæði,10,Vor,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05292320180&kennsluar=2017
SPÆ104G,Hagnýt spænska fyrir atvinnulífið,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05292820176&kennsluar=2017
HSP105G,Gagnrýnin hugsun,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05350020176&kennsluar=2017
HSP103G,Inngangur að heimspeki,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05351020176&kennsluar=2017
HSP104G,Fornaldarheimspeki,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05351120176&kennsluar=2017
HSP203G,Nýaldarheimspeki,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05351220180&kennsluar=2017
HSP305G,Heimspeki 20. aldar,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05351320180&kennsluar=2017
HSP304G,Inngangur að þekkingarfræði,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05352020176&kennsluar=2017
HSP202G,Inngangur að siðfræði,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05352120180&kennsluar=2017
HSP201G,Inngangur að rökfræði,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05352220180&kennsluar=2017
HSP416G,Inngangur að frumspeki,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05352420180&kennsluar=2017
HSP310G,Listheimspeki,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05352920176&kennsluar=2017
HSP602M,Verkefni í málstofu: Konur í sögu heimspekinnar,5,Vor,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05353520180&kennsluar=2017
HSP601M,Málstofa: Konur í sögu heimspekinnar,5,Vor,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05356520180&kennsluar=2017
HSP701F,Rannsóknarverkefni í heimspeki vegna MA-ritgerðar,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05366620176&kennsluar=2017
ÍSL109G,Aðferðir og vinnubrögð,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05400020176&kennsluar=2017
ÍSL110G,Inngangur að málfræði,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05400120176&kennsluar=2017
ÍSL508G,Máltaka barna,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05401720180&kennsluar=2017
ÍSL205G,Íslensk bókmenntasaga til 1900,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05402020180&kennsluar=2017
ÍSL111G,Bókmenntafræði,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05402120176&kennsluar=2017
ÍSL301G,Straumar og stefnur í bókmenntafræði,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05402220176&kennsluar=2017
ÍSL401M,Færeyska og íslenska,10,Haust,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05403520176&kennsluar=2017
ÍSL206G,Miðaldabókmenntir,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05404620180&kennsluar=2017
ÍSM012F,Söguleg hljóðkerfisfræði,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05410720180&kennsluar=2017
ÍSL101F,Ritstjórn og fræðileg skrif,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05412420176&kennsluar=2017
ÍSM009F,Rannsóknarverkefni                                                                                                      ,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05412820176&kennsluar=2017
ÍSM010F,Rannsóknarverkefni                                                                                                      ,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05412820180&kennsluar=2017
ÍSM015F,Mál og samfélag,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05412920180&kennsluar=2017
ÍSB006F,Rannsóknarverkefni,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05422820176&kennsluar=2017
ÍSB006F,Rannsóknarverkefni,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05422820180&kennsluar=2017
ÍSB006F,Rannsóknarverkefni,10,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05422820183&kennsluar=2017
ÍSE103G,Íslenskt mál I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500120176&kennsluar=2017
ÍSE102G,Málfræði I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500420176&kennsluar=2017
ÍSE014G,Íslensk menning,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500520176&kennsluar=2017
ÍSE204G,Íslenskt mál II,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500620180&kennsluar=2017
ÍSE201G,Málfræði II,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05500920180&kennsluar=2017
ÍSE301G,Beygingarfræði I,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501120176&kennsluar=2017
ÍSE302G,Málnotkun I,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501220176&kennsluar=2017
ÍSE404G,Íslandssaga,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501420180&kennsluar=2017
ÍSE305G,Hljóð- og hljóðkerfisfræði,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501520176&kennsluar=2017
ÍSE403G,Beygingarfræði II,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501620180&kennsluar=2017
ÍSE405G,Málnotkun II,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05501720180&kennsluar=2017
ÍSE503G,Setningafræði I,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502020176&kennsluar=2017
ÍSE504G,Málnotkun III,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502120176&kennsluar=2017
ÍSE502G,Þýðingar,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502520176&kennsluar=2017
ÍSE603G,Setningafræði II,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502620180&kennsluar=2017
ÍSE601G,Fjölmiðlamál,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502720180&kennsluar=2017
ÍSE501G,Íslenskar bókmenntir I: Fyrstu þúsund árin,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05502920176&kennsluar=2017
ÍSE406G,Íslenskar þjóðsögur og þjóðtrú,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05503320180&kennsluar=2017
ÍSE602G,Íslenskar bókmenntir II: Nútíminn nemur land,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05503420180&kennsluar=2017
ÍSE002G,Orðaforði I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506020176&kennsluar=2017
ÍSE004G,Framburður og tal I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506120176&kennsluar=2017
ÍSE001G,Sjálfsnám í íslensku I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506220176&kennsluar=2017
ÍSE007G,Orðaforði II,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506320180&kennsluar=2017
ÍSE017G,Framburður og tal II,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506420180&kennsluar=2017
ÍSE009G,Sjálfsnám í íslensku II,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05506520180&kennsluar=2017
SAG101G,Sagnfræðileg vinnubrögð,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05601120176&kennsluar=2017
SAG306G,Sagnaritun og söguspeki,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05601220176&kennsluar=2017
SAG102G,Átök og alþýða: Íslandssaga fyrir 1815,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05601620176&kennsluar=2017
SAG201G,"Þjóð, ríki og samfélag: Saga Íslands á 19. og 20. öld",10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05601720180&kennsluar=2017
SAG103G,Heimsveldi og byltingar: Heimssaga fyrir 1815,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05601820176&kennsluar=2017
SAG202G,"Vald, hugmyndir og nútíminn: Heimssaga 19. og 20. aldar",10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05601920180&kennsluar=2017
SAG108G,Bretland á 20. öld,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05604320176&kennsluar=2017
SAG106G,Vettvangsverkefni á Þjóðskjalasafni,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05605820176&kennsluar=2017
SAG014F,Einstaklingsverkefni A,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05613620176&kennsluar=2017
SAG015F,Einstaklingsverkefni A,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05613620180&kennsluar=2017
SAG602F,Einstaklingsverkefni C,20,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05613820176&kennsluar=2017
SAG603F,Einstaklingsverkefni C,20,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05613820180&kennsluar=2017
SAG604F,Einstaklingsverkefni C,20,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05613820183&kennsluar=2017
FOR103G,Inngangur að fornleifafræði I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05630120176&kennsluar=2017
FOR204G,Forsaga,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05630220180&kennsluar=2017
FOR101G,Aðferðafræði I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05630420176&kennsluar=2017
FOR201G,Íslensk fornleifafræði,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05630520180&kennsluar=2017
FOR408G,Kennileg fornleifafræði,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05630720176&kennsluar=2017
FOR202G,Aðferðafræði II,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05631420176&kennsluar=2017
FOR102G,Vinnulag í fornleifafræði,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05631520176&kennsluar=2017
FOR303G,Gripafræði,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05632020176&kennsluar=2017
FOR409G,Forvarsla,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05632220180&kennsluar=2017
FOR406G,Fornleifarannsókn á vettvangi II,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05632420180&kennsluar=2017
FOR102F,Viking Age Archaeology,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05641020180&kennsluar=2017
FOR101F,Einstaklingsverkefni A,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05643620176&kennsluar=2017
FOR201F,Einstaklingsverkefni A,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05643620180&kennsluar=2017
FOR104F,Einstaklingsverkefni C,20,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05643820176&kennsluar=2017
FOR205F,Einstaklingsverkefni C,20,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05643820180&kennsluar=2017
HMM106F,Miðlun og menning,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05670120176&kennsluar=2017
HMM101F,Miðlunarleiðir,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05670220176&kennsluar=2017
HMM201F,"Menningarminjar, söfn og sýningar",10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05670320180&kennsluar=2017
HMM103F,Einstaklingsverkefni,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05672020176&kennsluar=2017
HMM202F,Einstaklingsverkefni,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05672020180&kennsluar=2017
HMM203F,Einstaklingsverkefni,10,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05672020183&kennsluar=2017
HMM104F,Einstaklingsverkefni B,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05672120176&kennsluar=2017
HMM204F,Einstaklingsverkefni B,10,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05672120180&kennsluar=2017
HMM205F,Einstaklingsverkefni B,10,Sumar,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05672120183&kennsluar=2017
SÆN107G,Hljóðfræði og sænskur framburður,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05700220176&kennsluar=2017
SÆN106G,Sænsk málfræði I,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05700320176&kennsluar=2017
SÆN101G,Sænsk málnotkun I,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05700420176&kennsluar=2017
SÆN201G,Sænsk málnotkun II,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05700520180&kennsluar=2017
SÆN203G,Félagsleg málvísindi og sænskar mállýskur,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05701020180&kennsluar=2017
SÆN102G,Sænskar bókmenntir eftir 1980,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05701120176&kennsluar=2017
SÆN103G,Sænsk bókmenntasaga I,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05701220176&kennsluar=2017
SÆN204G,Sænsk bókmenntasaga II,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05701320180&kennsluar=2017
SÆN205G,Þýðingar (sænska),5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05701420180&kennsluar=2017
SÆN206G,Sænsk málfræði II,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05701620180&kennsluar=2017
SÆN105G,Ingmar Bergman - uppreisn gegn föðurímynd,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05702020176&kennsluar=2017
SÆN208G,Líkami í letri,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05702420180&kennsluar=2017
DAN201G,Dönsk málnotkun,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05711420180&kennsluar=2017
DAN304G,Danskur framburður og hljóðfræði,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05712220176&kennsluar=2017
DAN307G,Dönsk bókmenntasaga fram til 1900,10,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05712320176&kennsluar=2017
DAN206G,Danskar bókmenntir á 20. öld,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05713120180&kennsluar=2017
DAN408G,Þýðingar (danska),10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05713520180&kennsluar=2017
DAN105G,Námskeið um danskt mál og menningu á Schæffergaarden,2,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05713820176&kennsluar=2017
DAN601G,Dönsk málfræði III: Rannsóknir í dönskum málvísindum,10,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05713920180&kennsluar=2017
DAN204G,Dönsk málfræði I: Orðflokkar og orðmyndun,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05716220180&kennsluar=2017
ÞÝS105G,Ritfærni í þýsku I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05750120176&kennsluar=2017
ÞÝS103G,Þýskt mál I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05750220176&kennsluar=2017
ÞÝS106G,Talfærni í þýsku I: Tjáskipti,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05750320176&kennsluar=2017
ÞÝS108G,Þýsk málfræði I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05750420176&kennsluar=2017
ÞÝS201G,Ritfærni í þýsku II: Þýðingar á þýsku,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05750720180&kennsluar=2017
ÞÝS207G,"Talfærni í þýsku II: Endursögn, samantekt, rökræður",6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05750820180&kennsluar=2017
ÞÝS206G,Þýsk málfræði II,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05750920180&kennsluar=2017
ÞÝS205G,Þýskar bókmenntir I: Inngangur að bókmenntafræði,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05751020180&kennsluar=2017
ÞÝS426G,Þýsk málvísindi I: Inngangur að málvísindum,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05751120180&kennsluar=2017
ÞÝS203G,Landeskunde I,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05751220180&kennsluar=2017
ÞÝS310G,Ritfærni í þýsku III: Textategundir,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05751320176&kennsluar=2017
ÞÝS308G,Þýskt mál II,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05751420176&kennsluar=2017
ÞÝS311G,Saga og menning þýska málsvæðisins,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05751820176&kennsluar=2017
ÞÝS408G,Ritfærni í þýsku IV: Tjáningarhæfni,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05751920180&kennsluar=2017
ÞÝS412G,Þýskar bókmenntir III: 20. öldin,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05752120180&kennsluar=2017
ÞÝS307G,Ritfærni í þýsku V: Ritgerðasmíð,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05752320176&kennsluar=2017
ÞÝS420G,Þýska í ferðaþjónustu A: Landkynning fyrir þýskumælandi ferðamenn,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05752420180&kennsluar=2017
ÞÝS502G,Þýsk málvísindi III B: Notkun þýsku í auglýsingatextum,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05753120176&kennsluar=2017
ÞÝS306G,Landeskunde II: Efst á baugi,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05753220176&kennsluar=2017
ÞÝS603G,Þýska sem erlent mál B,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05754220180&kennsluar=2017
ÞÝS208G,Talfærninámskeið í Þýskalandi,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05754320180&kennsluar=2017
ÞÝS303G,Einstaklingsverkefni í þýsku,5,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05754920176&kennsluar=2017
ÞÝS405G,Einstaklingsverkefni í þýsku,5,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05754920180&kennsluar=2017
ÞÝS101G,Þýskur framburður,2,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05756020176&kennsluar=2017
ÞÝS102G,Hagnýt þýska fyrir atvinnulífið I,4,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05756120176&kennsluar=2017
ÞÝS204G,Hagnýt þýska fyrir atvinnulífið II,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=05756220180&kennsluar=2017
