Númer,Heiti,Einingar,Kennslumisseri,Námstig,Slóð
LÖG133F,Jessup málflutningskeppnin,3,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03043520176&kennsluar=2017
LÖG228F,Fjármuna- og efnahagsbrot,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03043620180&kennsluar=2017
LÖG107F,Íslenskur skattaréttur- almennur hluti,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03043720176&kennsluar=2017
LÖG209F,Alþjóðlegur skattaréttur- almennur hluti,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03043820180&kennsluar=2017
LÖG210F,Vátryggingaréttur,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03043920180&kennsluar=2017
LÖG229F,Málflutningskeppni Orators,2,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03044320180&kennsluar=2017
LÖG239F,Alþjóðlegur einkamálaréttur,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03044420180&kennsluar=2017
LÖG279F,Sveitarstjórnarréttur,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03044520180&kennsluar=2017
LÖG118F,Verktaka- og útboðsréttur,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03044620176&kennsluar=2017
LÖG211F,Fjármálamarkaðir,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03044920180&kennsluar=2017
LÖG305F,Réttarheimspeki,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03045220176&kennsluar=2017
LÖG123F,Viðurlög og viðurlagapólitík,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03045320176&kennsluar=2017
LÖG212F,Natural Resources Law  (Basic Course),6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03045620180&kennsluar=2017
LÖG213F,Law of the Sea,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03045720180&kennsluar=2017
LÖG233F,Samkeppnisréttur II,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03046520176&kennsluar=2017
LÖG001G,Einstaklingsverkefni,1,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03046620176&kennsluar=2017
LÖG001G,Einstaklingsverkefni,1,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03046620180&kennsluar=2017
LÖG002G,Einstaklingsverkefni,2,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03046720176&kennsluar=2017
LÖG002G,Einstaklingsverkefni,2,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03046720180&kennsluar=2017
LÖG285F,Lögskýringar,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03094320180&kennsluar=2017
LÖG109F,Basic Course in Public International Law,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03150120176&kennsluar=2017
LÖG110F,International Environmental Law and Sustainable Development,10,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03150520176&kennsluar=2017
LÖG303F,Alþjóðlegur refsiréttur,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03150720180&kennsluar=2017
LÖG111F,International Human Rights Law,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03150820176&kennsluar=2017
LÖG234F,International Economic Law,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03151920180&kennsluar=2017
LÖG235F,Law of Armed Conflicts,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03152020176&kennsluar=2017
LÖG219F,Evrópskar mannréttindareglur,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03152420180&kennsluar=2017
LÖG114F,EU Environmental Law,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=03152620176&kennsluar=2017
HAG207F,Þjóðhagfræði í meistaranámi,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04062120180&kennsluar=2017
HAG106F,Rekstrarhagfræði fyrir meistaranema,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04062220176&kennsluar=2017
HAG101F,Kostnaðar- og nytjagreining,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04062420176&kennsluar=2017
HAG228F,Hagfræðileg ákvörðunartaka,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04063220180&kennsluar=2017
VIÐ101F,Þættir í eigindlegri aðferðafræði,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04070120176&kennsluar=2017
VIÐ107F,Skipulag og atferli,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04070220176&kennsluar=2017
VIÐ108F,Þættir í tölfræði,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04070320176&kennsluar=2017
VIÐ110F,Markaðsáherslur og markaðshneigð,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04070620176&kennsluar=2017
VIÐ102F,Mannauðsstjórnun,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04070720176&kennsluar=2017
VIÐ162F,Vörumerkjastjórnun,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04070820176&kennsluar=2017
VIÐ111F,Greining ársreikninga,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04071020176&kennsluar=2017
VIÐ112F,"Starf  stjórnandans, forysta og samskipti",6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04071120176&kennsluar=2017
VIÐ113F,Fjármögnun fyrirtækja,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04071220176&kennsluar=2017
VIÐ207F,Fjárfestingar fyrirtækja,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04071320180&kennsluar=2017
VIÐ114F,Eignastýring og verðlagning,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04071420176&kennsluar=2017
VIÐ210F,Stefnumiðuð stjórnun,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04072120180&kennsluar=2017
VIÐ253F,Alþjóðamarkaðssetning,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04072320180&kennsluar=2017
VIÐ166F,Verkefnastjórnun I,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04072520176&kennsluar=2017
VIÐ209F,Vinnuréttur,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04072720180&kennsluar=2017
VIÐ211F,Þróun mannauðs,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04073420180&kennsluar=2017
VIÐ117F,Samskipti á vinnumarkaði,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04073520176&kennsluar=2017
VIÐ212F,Vinnusálfræði,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04073620180&kennsluar=2017
VIÐ213F,Mat á árangri og framkvæmd stefnu,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04073720180&kennsluar=2017
VIÐ214F,Rannsóknir í markaðsfræði,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04073820180&kennsluar=2017
VIÐ164F,Þekkingarstjórnun,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04074020176&kennsluar=2017
VIÐ215F,Rannsóknir og tölfræði,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04074120180&kennsluar=2017
VIÐ156F,Alþjóðaviðskipti,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04074220176&kennsluar=2017
VIÐ155M,Inngangur að rekstri,6,Haust,Grunnnám / Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04074320176&kennsluar=2017
HAG109F,Hagfræði og stærðfræði fjármálamarkaða,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04075020176&kennsluar=2017
HAG110F,Fjármálatölfræði,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04075320176&kennsluar=2017
HAG211F,Bankar og fjármálamarkaðir,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04075520180&kennsluar=2017
HAG212F,Skuldabréf,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04075820180&kennsluar=2017
VIÐ218F,Samningagerð,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04075920180&kennsluar=2017
VIÐ119F,Samkeppnishæfni,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04076520176&kennsluar=2017
VIÐ219F,Tölvutækni í fjármálum,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04076620180&kennsluar=2017
VIÐ105G,Rekstrarhagfræði I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410120176&kennsluar=2017
VIÐ103G,Inngangur að fjárhagsbókhaldi,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410220176&kennsluar=2017
VIÐ102G,Stærðfræði A,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410320176&kennsluar=2017
VIÐ302G,Lögfræði A - almenn viðskiptalögfræði,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410520176&kennsluar=2017
VIÐ201G,UI - tölvunotkun og töflureiknir,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410720180&kennsluar=2017
HAG201G,Rekstrarhagfræði II,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410820180&kennsluar=2017
VIÐ401G,Reikningsskil,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04410920180&kennsluar=2017
VIÐ258G,Inngangur að stjórnun,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04411120180&kennsluar=2017
VIÐ202G,Rekstrarhagfræði I (u),6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04419820180&kennsluar=2017
VIÐ304G,Markaðsfræði I (u),8,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04419920176&kennsluar=2017
HAG202G,Haglýsing,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420120180&kennsluar=2017
VIÐ204G,Rekstrarbókhald,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420220180&kennsluar=2017
VIÐ406G,Tjáning og samskipti,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420420180&kennsluar=2017
VIÐ311G,Tölfræði B,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420520176&kennsluar=2017
VIÐ101G,Inngangur að markaðsfræði,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420620176&kennsluar=2017
VIÐ404G,Rekstrarstjórnun,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420720180&kennsluar=2017
VIÐ501G,Einstaklingsskattaréttur,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420820176&kennsluar=2017
VIÐ301G,Fjármál I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04420920176&kennsluar=2017
VIÐ415G,Stjórnun og skipulagsheildir,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04430120180&kennsluar=2017
VIÐ402G,Fjármál II,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04430220180&kennsluar=2017
VIÐ205G,Markaðsfærsla þjónustu,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04430420180&kennsluar=2017
VIÐ601G,Lögfræði B - þættir úr fjármálalögfræði,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04430620180&kennsluar=2017
VIÐ502G,UII - viðskiptagreining og gagnavinnsla,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04430720176&kennsluar=2017
VIÐ602G,Markaðsáætlanagerð,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04430820180&kennsluar=2017
VIÐ506G,Inngangur að verkefnastjórnun,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04431320176&kennsluar=2017
VIÐ157G,Vinnulag og aðferðafræði,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04431820176&kennsluar=2017
VIÐ603G,Ársreikningagerð B,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04432220180&kennsluar=2017
VIÐ503G,Fjármálagerningar,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04432420176&kennsluar=2017
VIÐ604G,Stýring fjármálasafna,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04432520180&kennsluar=2017
VIÐ511G,Markaðsrannsóknir,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04440120176&kennsluar=2017
VIÐ513G,Inngangur að vörumerkjastjórnun,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04440220176&kennsluar=2017
VIÐ504G,Ársreikningagerð A,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04440420176&kennsluar=2017
VIÐ609G,Stefnumótun fyrirtækja,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04440520180&kennsluar=2017
VIÐ120F,Stjórnunar- og eftirlitskerfi,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04440620176&kennsluar=2017
VIÐ509G,Inngangur að mannauðsstjórnun,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04440920176&kennsluar=2017
VIÐ220F,Samstæðureikningsskil,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04441220180&kennsluar=2017
VIÐ221F,Fyrirtækjaskattaréttur,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04441320180&kennsluar=2017
VIÐ403G,Stærðfræði B,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04441920180&kennsluar=2017
VIÐ303G,Inngangur að alþjóðaviðskiptum,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04442520176&kennsluar=2017
VIÐ121F,Félaga- og skuldaskilaréttur,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04443120176&kennsluar=2017
VIÐ128F,Fjárhagsupplýsingakerfi,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04443220176&kennsluar=2017
VIÐ225F,Reikningsskilakenningar,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04443320180&kennsluar=2017
VIÐ512G,Viðskipti og alþjóðasamskipti,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04443920176&kennsluar=2017
VIÐ505G,Fjármálamarkaðir,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04444120176&kennsluar=2017
VIÐ522G,Skapandi atvinnugreinar,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04444320176&kennsluar=2017
VIÐ510G,Vinnumarkaðurinn og þróun hans,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04444520176&kennsluar=2017
VIÐ247F,Stjórnsýsluendurskoðun,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446020180&kennsluar=2017
VIÐ125F,Alþjóðlegur skattaréttur,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446220176&kennsluar=2017
VIÐ126F,Endurskoðun - III. hluti,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446320176&kennsluar=2017
VIÐ147F,Fjármála- og eiginfjárgerningar,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446420176&kennsluar=2017
VIÐ223F,Endurskoðun - II. hluti,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446520180&kennsluar=2017
VIÐ224F,Virðisgreining fyrirtækja og hlutabréfa,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446620180&kennsluar=2017
VIÐ240F,Endurskoðun - IV. hluti,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04446720180&kennsluar=2017
MBA101F,Í eldlínunni,5,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450120176&kennsluar=2017
MBA102F,Rekstrarumhverfið,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450220176&kennsluar=2017
MBA219F,Hagnýt tölfræði og ákvarðanir,5,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450320180&kennsluar=2017
MBA111F,Árangur í rekstri,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450420176&kennsluar=2017
MBA218F,Markaðsstarf og árangur,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450520180&kennsluar=2017
MBA107F,Reikningshald og uppgjörið,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450620176&kennsluar=2017
MBA204F,Fjármál fyrirtækja,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450720180&kennsluar=2017
MBA220F,Frumkvöðlar og nýsköpun,6,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04450920180&kennsluar=2017
MBA302F,Stefnumótun og samkeppnishæfni,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04451020176&kennsluar=2017
MBA303F,Alþjóðaviðskipti,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04451120176&kennsluar=2017
MBA110F,Stjórnun og aðstæður,6,Haust,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04451220176&kennsluar=2017
MBA402F,Verkefnastjórnun,4,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04452320180&kennsluar=2017
MBA404F,Fjármálaheimurinn,4,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04452720180&kennsluar=2017
MBA407F,Hlutverk í stjórnun og leiðtogastarfi,4,Vor,Framhaldsnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04453420180&kennsluar=2017
VIÐ135G,VMV - Inngangur að markaðsfræði,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04460120176&kennsluar=2017
VIÐ136G,VMV - Rekstrarhagfræði I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04460220176&kennsluar=2017
VIÐ137G,VMV - Inngangur að stjórnun,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04460320176&kennsluar=2017
VIÐ152G,VMV - Inngangur að fjárhagsbókhaldi,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04460420176&kennsluar=2017
VIÐ239G,VMV - Markaðsfærsla þjónustu,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04460520180&kennsluar=2017
VIÐ240G,VMV - UI - tölvunotkun og töflureiknir,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04460620180&kennsluar=2017
VIÐ306G,VMV - Rekstrarbókhald,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04460720176&kennsluar=2017
VIÐ154G,VMV - Stjórnun og skipulagsheildir,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04460820176&kennsluar=2017
VIÐ256G,VMV - Stærðfræði A,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04461020180&kennsluar=2017
HAG103G,Þjóðhagfræði I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04510120176&kennsluar=2017
HAG101G,Hagræn stærðfræði I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04510320176&kennsluar=2017
HAG203G,Hagræn stærðfræði II,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04510820180&kennsluar=2017
HAG303G,Hagrannsóknir I,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04511120176&kennsluar=2017
HAG302G,Þjóðhagfræði II,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04520220176&kennsluar=2017
HAG301G,Hagræn stærðfræði III,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04520520176&kennsluar=2017
HAG401G,Þjóðhagfræði III,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04520620180&kennsluar=2017
HAG304G,Rekstrarhagfræði III,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04520820176&kennsluar=2017
HAG402G,Hagrannsóknir II,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04520920180&kennsluar=2017
HAG508G,Alþjóðahagfræði,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04530120176&kennsluar=2017
HAG605G,Fjármál hins opinbera,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04530220180&kennsluar=2017
HAG503G,Bankar og peningar,6,Haust,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04530320176&kennsluar=2017
HAG606G,Hagrannsóknir III,6,Vor,Grunnnám,https://ugla.hi.is/kennsluskra/?tab=nam&chapter=namskeid&id=04530520180&kennsluar=2017
